-0.253838,-0.314092,0.206237
0.111912,0.855276,0.236532
-0.100017,-0.057166,-0.670772
-0.049303,0.883404,-0.089004
0.229115,0.097480,0.410102
0.089348,0.347614,0.688184
-0.227318,-0.335271,0.349222
0.037605,-0.197314,0.399378
-0.253838,-0.314092,0.206237
-0.207211,-0.039182,0.428891
0.053981,0.794530,-0.369812
-0.129061,-0.621978,-0.351983
-0.170728,-0.458707,0.524847
0.203266,-0.208104,0.364771
-0.154374,-0.023118,0.339235
-0.074593,0.478601,0.662738
0.136957,0.008964,-0.635361
-0.253838,-0.314092,0.206237
0.068481,0.881728,-0.225598
0.053981,0.794530,-0.369812
-0.063355,0.936643,-0.196443
0.095402,0.908091,-0.124683
-0.073945,-0.466929,0.578377
-0.248364,0.055546,0.406952
0.203266,-0.410204,0.345692
0.145201,-0.172470,-0.265053
0.082198,0.699356,0.551187
0.218704,-0.061813,-0.595437
0.000295,0.556215,0.614949
0.215576,-0.006161,-0.319991
-0.207211,-0.039182,0.428891
0.262203,-0.348408,0.173172
-0.227318,-0.214874,0.409677
0.118704,0.847970,-0.378860
-0.074593,0.478601,0.662738
-0.014182,0.054563,0.686040
-0.122716,0.916871,0.086778
-0.207211,-0.253681,0.568882
-0.122716,0.916871,0.086778
-0.178637,-0.569096,-0.454508
0.095402,0.908091,-0.124683
0.059991,0.909677,0.260750
-0.227385,-0.235406,-0.481474
-0.207278,-0.084959,-0.496755
-0.133306,-0.168650,-0.697648
0.064035,-0.001537,0.685168
0.203266,-0.416862,0.256639
-0.073945,-0.466929,0.578377
0.215576,-0.006161,-0.319991
-0.097225,-0.491817,0.564346
0.120670,0.053133,-0.606585
0.164035,-0.107457,0.354517
0.154562,-0.481317,0.169642
0.089348,0.347614,0.688184
-0.207211,-0.039182,0.428891
-0.073945,-0.466929,0.578377
-0.074593,0.478601,0.662738
0.203266,-0.208104,0.364771
-0.097225,-0.491817,0.564346
-0.009088,0.921786,-0.310920
-0.007078,-0.188511,0.404338
0.053981,0.794530,-0.369812
0.203266,-0.220415,0.427886
-0.210272,-0.476714,0.168458
0.120670,0.053133,-0.606585
0.203266,-0.220415,0.427886
0.089348,0.347614,0.688184
0.118704,0.847970,-0.378860
0.043079,0.199670,-0.672917
0.089348,0.347614,0.688184
-0.207211,-0.453926,0.279383
0.000295,0.556215,0.614949
0.114057,0.076189,0.601701
-0.207211,-0.039182,0.428891
-0.196934,0.043772,-0.497738
-0.133306,-0.168650,-0.697648
-0.014182,0.054563,0.686040
-0.227318,-0.285383,0.446339
0.098686,-0.456987,0.086622
-0.158328,-0.095772,0.367430
0.037605,-0.197314,0.399378
-0.248364,0.055546,0.406952
0.164035,-0.107457,0.354517
-0.207278,-0.241281,-0.606898
-0.177676,-0.068449,0.472054
0.037605,-0.197314,0.399378
0.120670,0.053133,-0.606585
-0.063355,0.936643,-0.196443
0.059589,0.036444,-0.549950
-0.074593,0.478601,0.662738
-0.074593,0.478601,0.662738
0.152127,-0.420347,0.572210
0.203199,-0.094432,-0.439316
0.043079,0.199670,-0.672917
0.040912,0.882376,-0.319968
0.089348,0.347614,0.688184
-0.049303,0.883404,-0.089004
-0.043650,0.885146,0.079383
-0.007078,-0.188511,0.404338
0.082198,0.699356,0.551187
-0.097225,-0.491817,0.564346
0.073195,0.199580,0.624065
-0.100017,-0.057166,-0.670772
-0.154374,-0.023118,0.339235
0.145201,-0.172470,-0.265053
0.075072,-0.130714,-0.433395
0.111912,0.855276,0.236532
0.116894,0.161444,-0.612818
-0.007078,-0.188511,0.404338
0.004607,0.069442,0.378913
0.215576,-0.006161,-0.319991
0.000295,0.556215,0.614949
-0.092667,0.970133,0.193056
0.203266,-0.410204,0.345692
0.019196,0.918792,0.050116
0.059589,0.036444,-0.549950
0.154562,-0.481317,0.169642
-0.158328,-0.095772,0.367430
-0.063355,0.936643,-0.196443
0.203199,-0.214516,-0.353033
-0.206005,-0.053569,-0.554351
-0.074593,0.478601,0.662738
-0.227318,-0.335271,0.349222
-0.178637,-0.569096,-0.454508
-0.253838,-0.314092,0.206237
-0.066930,0.848797,-0.227028
0.262605,-0.399905,0.169151
-0.102676,0.110170,-0.597358
