19: 74,162,257,270,602,607,631,746,779,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
20: 87,200,208,457,819,923,930,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
21: 9,52,108,150,156,196,228,288,312,388,507,646,722,740,959,995,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
22: 10,17,33,34,42,71,116,142,225,264,268,328,330,332,342,353,365,420,476,542,604,616,675,688,736,751,806,827,834,863,872,874
23: 1,106,173,287,341,520,570,629,782,896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24: 187,315,578,625,686,833,883,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187
25: 12,23,125,184,224,235,237,249,292,296,321,374,403,450,475,501,508,517,541,636,653,681,703,712,714,744,745,747,804,840,881,887
26: 30,92,99,105,128,159,179,219,301,552,676,700,759,774,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
27: 39,45,59,62,63,124,144,174,201,223,256,329,357,361,395,409,430,462,483,504,523,599,622,719,767,884,39,39,39,39,39,39
28: 29,81,90,169,267,295,298,580,813,970,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29: 119,158,167,251,396,434,455,567,576,655,742,905,1019,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
30: 2,354,356,362,386,429,571,670,825,965,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
31: 37,49,75,140,147,185,199,305,445,460,597,634,656,660,693,717,720,721,737,753,754,787,790,844,853,878,927,931,994,1004,1023,37
32: 121,209,262,294,376,581,695,705,916,988,1001,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
33: 384,392,601,628,657,895,901,1016,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384
34: 50,175,238,350,380,466,530,603,837,854,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
35: 114,291,346,718,785,997,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
36: 28,65,86,109,311,432,438,447,451,484,509,598,650,661,666,847,967,986,28,28,28,28,28,28,28,28,28,28,28,28,28,28
37: 96,113,258,510,565,644,805,835,894,903,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
38: 319,518,547,584,606,687,879,935,938,943,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319
39: 22,168,242,259,349,359,373,443,545,556,709,730,735,758,816,950,955,1022,22,22,22,22,22,22,22,22,22,22,22,22,22,22
40: 19,79,97,123,143,160,215,299,372,406,478,536,678,762,772,873,972,1021,19,19,19,19,19,19,19,19,19,19,19,19,19,19
41: 31,217,473,525,618,738,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
42: 16,38,80,387,436,469,555,609,664,682,684,696,727,792,808,898,913,964,16,16,16,16,16,16,16,16,16,16,16,16,16,16
43: 6,70,118,471,500,543,560,635,671,691,699,794,937,948,984,1010,1011,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
44: 88,107,115,126,157,171,222,254,280,285,323,326,394,405,425,496,577,627,652,677,725,761,814,826,877,892,918,956,88,88,88,88
45: 11,73,91,153,163,191,194,206,213,316,322,339,352,363,371,389,417,454,529,532,539,544,551,612,663,704,713,752,775,809,842,850
46: 22,43,135,226,349,383,516,556,632,707,730,758,950,955,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
47: 78,232,277,293,347,431,456,513,621,733,771,811,848,982,985,992,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
48: 137,161,193,207,337,364,416,468,495,546,550,553,557,585,605,641,665,692,739,800,1000,137,137,137,137,137,137,137,137,137,137,137
49: 15,54,60,101,111,112,122,130,131,148,165,227,247,265,271,320,382,397,419,421,423,489,491,502,527,534,562,572,624,645,673,679
50: 231,236,245,252,255,284,385,400,402,407,479,486,492,506,558,619,658,726,728,757,770,867,933,960,976,981,231,231,231,231,231,231
51: 13,40,55,69,139,145,188,192,248,303,446,452,595,690,776,932,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
52: 5,8,72,100,129,189,239,246,250,314,333,399,411,467,497,515,540,586,590,591,633,667,694,708,711,723,729,795,864,871,889,941
53: 3,12,44,85,146,202,204,216,290,292,296,309,321,324,375,403,404,441,442,450,464,465,488,493,501,508,517,541,548,564,587,594
54: 41,133,212,253,269,307,325,345,348,360,367,377,461,470,533,592,640,763,781,799,936,953,980,1013,1014,41,41,41,41,41,41,41
55: 7,32,58,61,172,180,263,338,437,803,824,900,909,934,987,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
56: 76,103,120,230,369,390,398,415,537,538,608,697,849,870,904,926,947,999,76,76,76,76,76,76,76,76,76,76,76,76,76,76
57: 18,95,98,318,334,335,414,494,706,732,783,793,866,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
58: 21,166,234,344,351,549,579,841,891,911,915,946,1006,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
59: 260,317,424,426,433,485,528,554,563,574,743,760,812,919,939,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
60: 110,176,178,274,281,370,448,453,463,582,662,698,920,921,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
61: 51,82,151,186,306,340,505,561,596,614,623,674,830,910,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
62: 83,273,498,589,647,773,929,966,1003,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
63: 22,43,135,168,226,242,259,349,359,373,383,443,516,545,556,632,707,709,730,735,758,816,950,955,1022,22,22,22,22,22,22,22
64: 8,13,40,55,69,139,145,188,192,248,303,314,446,452,497,595,690,723,776,795,864,932,941,949,961,8,8,8,8,8,8,8
65: 9,52,108,150,156,196,228,288,312,388,500,507,560,635,646,691,699,722,740,959,984,995,1011,9,9,9,9,9,9,9,9,9
66: 73,91,117,152,153,163,194,206,213,316,322,331,339,352,363,371,389,417,454,480,529,532,539,544,551,559,663,704,748,752,775,807
67: 137,161,193,207,337,364,416,468,495,546,550,553,557,585,605,641,665,692,739,800,1000,137,137,137,137,137,137,137,137,137,137,137
68: 5,37,49,75,129,140,147,185,189,199,246,250,305,333,445,460,467,590,591,597,633,634,656,660,667,693,708,717,720,721,737,753
69: 15,54,60,88,101,111,112,115,122,130,131,148,165,171,227,247,271,382,397,421,489,502,527,534,572,577,624,627,645,652,673,679
70: 19,36,79,97,123,143,160,170,197,215,221,261,282,299,308,358,366,372,406,478,536,588,593,637,654,678,710,762,772,801,873,957
71: 27,66,138,190,244,275,279,313,355,393,440,458,477,511,573,617,638,702,765,788,797,798,802,836,838,902,914,951,989,1009,1017,27
72: 41,133,212,253,269,307,325,345,348,360,367,377,461,470,533,592,640,763,781,799,936,953,980,1013,1014,41,41,41,41,41,41,41
73: 231,236,245,252,255,284,385,400,402,407,479,486,492,506,558,619,658,726,728,757,770,867,933,960,976,981,231,231,231,231,231,231
74: 35,48,56,77,260,266,286,317,413,424,426,433,485,519,528,535,554,563,574,668,685,743,760,812,823,919,925,939,35,35,35,35
75: 0,57,84,89,93,154,241,304,343,524,526,531,569,734,791,856,890,897,1018,0,0,0,0,0,0,0,0,0,0,0,0,0
76: 16,38,39,45,59,62,174,201,256,357,361,409,430,436,469,504,523,555,599,609,622,682,696,719,727,767,792,808,913,964,16,16
77: 16,38,45,62,80,256,357,387,430,436,469,504,523,555,609,664,682,684,696,727,767,792,808,898,913,964,16,16,16,16,16,16
78: 39,59,63,124,144,174,201,223,329,361,395,409,462,483,599,622,719,884,39,39,39,39,39,39,39,39,39,39,39,39,39,39
79: 28,65,86,109,146,202,311,432,438,442,447,451,464,484,509,548,564,598,639,650,661,666,689,724,847,967,986,1002,28,28,28,28
80: 6,52,70,118,196,312,471,500,543,560,635,671,691,699,740,794,937,948,959,984,995,1010,1011,6,6,6,6,6,6,6,6,6
81: 27,66,138,195,211,220,313,393,440,458,477,669,702,788,798,802,836,914,917,951,989,1009,27,27,27,27,27,27,27,27,27,27
82: 0,57,84,89,91,93,117,152,154,163,194,213,304,316,331,343,352,363,371,389,480,524,539,544,559,704,734,748,752,775,791,807
83: 11,23,125,184,191,224,235,237,249,374,475,612,636,681,713,714,744,745,747,804,809,840,842,855,940,971,1008,11,11,11,11,11
84: 10,17,33,34,42,116,225,264,265,320,328,332,342,419,420,423,476,491,542,562,604,616,675,688,736,751,764,806,827,834,863,865
85: 71,78,142,232,268,277,293,330,347,353,365,431,456,513,621,733,771,811,848,875,924,982,985,992,998,71,71,71,71,71,71,71
86: 3,44,65,85,86,146,202,204,216,290,309,324,375,404,432,441,442,464,465,488,493,548,564,587,594,639,642,650,661,666,689,724
87: 11,23,73,125,153,184,191,206,224,235,237,322,339,374,417,454,529,532,551,612,663,681,713,714,745,747,809,842,855,886,940,971
88: 8,13,40,69,72,100,188,239,248,303,314,399,411,446,452,497,515,540,586,690,694,711,723,729,795,864,889,941,949,961,8,8
89: 107,120,126,157,222,230,254,280,285,323,326,369,390,394,398,405,425,496,677,761,814,826,877,904,918,926,956,999,107,107,107,107
90: 3,12,44,85,204,216,249,290,292,296,309,321,324,375,403,404,441,450,465,475,488,493,501,508,517,541,587,594,636,642,653,703
91: 10,34,42,54,60,101,111,116,130,148,165,225,227,247,265,271,320,332,342,382,397,419,421,423,489,491,534,562,572,604,616,645
92: 5,49,72,75,100,129,185,189,199,239,246,250,305,333,399,411,445,460,467,515,540,586,590,591,597,633,634,656,660,667,693,694
93: 15,88,112,115,122,126,131,157,171,285,323,405,496,502,527,577,624,627,652,673,725,761,778,780,784,826,892,944,993,15,15,15
94: 17,33,71,78,142,232,264,268,293,328,330,353,365,420,456,476,542,688,736,771,806,834,872,875,924,963,985,992,998,17,17,17
95: 76,103,107,120,222,230,254,280,326,369,390,394,398,415,425,537,538,608,677,697,814,849,870,877,904,918,926,947,956,999,76,76
96: 51,82,151,186,306,340,368,505,561,596,611,614,615,623,651,674,777,829,830,839,846,882,910,51,51,51,51,51,51,51,51,51
97: 276,289,300,302,336,439,522,568,583,716,749,810,822,851,912,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276
98: 73,91,117,152,153,163,194,206,213,316,322,331,339,352,363,371,389,417,454,480,529,532,539,544,551,559,663,704,748,752,775,807
99: 3,12,44,85,146,202,204,216,290,292,296,309,321,324,375,403,404,441,442,450,464,465,488,493,501,508,517,541,548,564,587,594
100: 15,54,60,101,111,112,122,130,131,148,165,227,247,265,271,320,382,397,419,421,423,489,491,502,527,534,562,572,624,645,673,679
101: 5,37,49,75,129,140,147,185,189,199,246,250,305,333,445,460,467,590,591,597,633,634,656,660,667,693,708,717,720,721,737,753
102: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
103: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
104: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
105: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
106: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
107: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
108: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
109: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
110: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
111: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
112: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
113: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
114: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
115: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
116: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
117: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
118: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
119: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
120: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
121: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
122: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
123: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
124: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
125: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
126: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
127: 0,57,84,89,93,117,152,154,241,304,331,343,480,524,526,531,559,569,734,748,791,807,821,852,856,860,890,897,922,1018,1020,0
