-0.339382,1.673082,0.909455,-1.917488,0.658833,-1.362180,1.500624,0.147735,1.446171,-0.112162,0.700497,-1.080650,-1.337103,2.223464,0.102078,-0.982791,2.452091,1.572427,-1.223421,1.741081,0.621477,-0.632885,-1.273606,0.943177,1.713593,-0.962167,-0.541651,-0.706177,1.115395,-0.827444,0.527975,0.527583,-1.530796,1.609149,-0.924077,-1.278231,1.849123,2.306230,-1.906627,-0.903601,-0.758550,0.160872,1.046326,1.523937,-0.890844,-1.348162,-0.462271,0.649220,0.677591,-0.368697,-0.615545,-0.763116,0.468511,1.961242,-1.953765,-2.084943,2.463027,0.608528,-1.398812,-1.339939,1.353930,-0.421806,2.022601,0.951913
1.129139,0.043430,-0.256851,0.925430,0.908841,1.919474,-0.480719,1.297619,0.062666,-0.040413,0.873216,1.475184,0.202720,0.121473,1.010159,1.412682,0.253472,0.392541,1.287787,0.740376,0.795502,1.861923,1.162479,-0.105119,0.296573,0.022322,1.619338,1.268122,0.379588,0.597752,0.812971,0.181931,2.174368,-0.119185,0.676884,0.506870,-0.473249,-0.934908,0.656087,0.388373,1.045120,-0.619336,-0.137827,-0.778224,0.234802,0.827333,1.091642,2.045825,0.270834,0.947116,1.898562,1.876695,0.188439,-0.139796,1.340493,1.232576,1.273469,-0.303987,0.797330,0.483952,0.310153,0.605833,-0.631340,-0.270878
3.074917,-0.396930,-1.260636,1.067425,-1.247326,1.431096,-0.702484,0.853433,2.246009,-0.730596,1.369979,1.421025,-0.600768,0.227592,1.579772,1.043434,0.333493,0.227197,0.857926,0.731281,-0.417405,1.500912,0.511720,-0.020517,0.465916,0.328541,0.478917,1.715101,-0.208624,0.291178,0.647887,0.725192,0.577633,-0.220945,0.814988,0.640480,-1.173364,-0.466515,1.439876,0.569571,1.350878,-0.399914,0.504088,-0.899522,1.149230,1.216479,1.865797,1.669123,0.143033,0.563590,1.738168,0.335253,-0.229379,-0.332571,0.673558,0.997956,0.677708,0.330139,1.027427,0.240934,-1.218031,-0.200910,-0.881895,0.118334
-0.510856,1.473306,0.709959,-1.936459,0.837113,-2.024395,1.728979,0.027947,1.032569,-0.201751,0.053275,-1.487016,-1.477158,2.102417,-0.095560,-0.880111,2.486600,1.455830,-1.815230,1.442355,0.483398,-1.157726,-1.214565,0.765247,1.575396,-0.585508,-0.363287,-0.699897,1.307980,-0.820559,0.184866,0.787127,-1.397450,1.943731,-1.121263,-1.562147,1.837507,2.249276,-2.015524,-0.783087,-0.837849,0.186500,0.953430,1.779940,-1.334009,-1.419743,-1.402520,1.123948,0.807216,-0.272790,-0.656693,-0.980486,0.797078,1.750959,-2.001215,-1.915904,2.578030,0.854867,-1.576722,-1.293076,1.526804,-0.062459,1.926358,1.048666
3.021410,0.244615,-0.765963,0.961147,-0.851213,1.429186,-0.732769,0.723260,2.606977,-0.691680,1.675782,1.065831,-0.522805,0.661876,1.440504,0.937730,0.378847,0.259036,1.086956,0.796089,-0.078211,1.347253,0.652502,0.249164,0.367413,0.548798,0.319760,1.685485,-0.254210,-0.043942,0.054991,1.079117,0.525638,-0.106641,1.059023,0.824982,-0.780597,-0.606076,1.234558,0.612982,1.393859,-0.695356,0.541237,-0.925460,0.984749,0.954703,1.478226,0.882062,0.083127,0.143152,2.505347,-0.073035,0.247140,-0.543972,0.374144,0.447814,0.236552,-0.067951,1.350835,0.355986,-0.798893,-0.413927,-0.857810,0.088963
0.109837,1.517667,1.435333,-0.425674,1.758624,-0.505744,2.315487,0.207632,2.274539,0.765750,-0.025955,0.602344,0.987442,1.039054,0.301542,-1.044202,0.740108,0.515688,-0.304161,-0.175630,0.802863,0.188236,0.218054,-0.404199,0.169909,1.019455,-0.143696,-0.158991,1.061540,0.545889,1.104056,1.426425,2.899474,0.013308,-0.146383,-0.374880,1.313319,1.938890,-0.673007,-0.126710,0.635609,1.689091,-0.430331,1.042174,0.021340,-0.486137,-0.196011,0.987770,0.851702,1.194109,1.484107,0.973470,1.383460,0.800587,0.167530,0.280337,0.680535,0.763328,-0.002772,0.458760,1.528023,0.228220,1.065222,0.503967
-0.772403,0.168479,0.333234,0.989035,1.084372,0.163734,1.115466,1.692590,1.403468,0.999187,0.493817,0.974217,0.501635,0.501324,0.320344,0.570166,0.653605,-0.120109,-0.403590,-0.548613,0.791432,-0.607937,0.534956,-0.134210,-0.363116,0.935055,0.527643,0.048413,0.599323,1.242072,0.536243,-0.794232,0.309056,-1.106983,-0.709607,0.586792,-0.154147,1.103387,0.339362,0.064137,1.046404,-0.105747,-1.073426,1.545988,0.981897,0.554343,0.419599,3.506159,0.348859,1.901806,0.223926,0.873147,0.154546,0.176846,1.253476,0.794464,0.343149,2.560430,-0.352792,1.749348,0.361033,2.333899,0.240150,-0.472138
1.780654,0.315948,0.082219,0.323433,0.422585,1.731242,0.096922,1.079737,1.631057,0.826226,0.184407,0.108566,-0.145500,0.515354,-0.182906,0.717501,0.790453,0.420536,1.760903,0.930621,0.561947,0.760460,0.843351,0.107071,0.445161,-0.300864,1.838554,0.894488,0.737411,0.836533,0.394305,0.676996,1.145678,0.824994,1.356308,0.235532,0.005888,-0.553099,-0.356648,0.801248,-0.105883,0.281196,0.710069,-0.689975,0.453767,-0.135215,1.289846,0.150972,-0.225345,0.305950,0.485295,1.723359,0.267551,0.382394,0.058224,1.077368,0.640631,-1.240567,1.177911,0.710723,0.529849,-0.280537,-0.394428,0.259541
1.003327,0.834649,0.898538,0.607890,0.915246,0.266819,1.299490,0.637610,2.157033,1.016412,-0.526831,0.575169,0.411699,0.805223,-0.100833,0.303334,0.644607,0.018234,1.127087,0.880919,0.429959,0.437806,0.447636,0.105066,0.727865,0.211931,1.892752,0.198033,0.685326,0.820256,1.232586,1.243495,1.755602,0.877820,1.484944,-0.032226,0.581675,0.345550,-0.089227,0.612334,-0.190589,0.972486,0.396125,-0.347094,0.266679,0.239386,0.451575,1.847345,-0.301318,0.686185,0.143997,1.671696,1.688627,0.424489,0.793489,1.641561,0.609666,-1.507601,0.500823,0.585314,1.396859,0.162412,0.351287,0.885362
2.080914,-0.624208,-0.486246,1.141123,-0.831756,1.676188,-0.172210,0.512442,1.188038,-0.252473,0.999387,1.780078,0.408610,0.142352,1.642608,1.160383,0.308143,-0.158658,0.686864,0.300262,0.133993,1.138629,0.296218,-0.254181,0.819948,0.559897,-0.074141,1.610084,-0.013307,0.513029,0.805000,0.211836,0.821525,-0.744770,0.190516,0.268917,-0.779060,-0.066535,0.839111,0.226592,1.887195,0.188019,-0.558435,-0.369989,0.940510,1.737609,1.541693,1.851128,0.172048,1.450059,2.374889,0.821988,-0.201338,0.041073,1.652243,0.872952,1.090132,1.215786,0.989960,1.081771,-1.067317,0.366134,-0.169368,0.049174
